1	9606	1993	ELAVL2	0	No_refseq
4	9606	1996	ELAVL4	0	No_refseq
16	9606	9892	SNAP91	0	No_refseq
19	9606	56853	CELF4	0	No_refseq
45	9606	815	CAMK2A	0	No_refseq
46	9606	816	CAMK2B	0	No_refseq
50	9606	818	CAMK2G	0	No_refseq
51	9606	817	CAMK2D	0	No_refseq
53	9606	4897	NRCAM	0	No_refseq
55	9606	9611	NCOR1	0	No_refseq
57	9606	3778	KCNMA1	0	No_refseq
64	9606	26333	OR7A17	0	No_refseq
64	9606	390892	OR7A10	0	No_refseq
65	9606	26664	OR7C1	0	No_refseq
65	9606	26658	OR7C2	0	No_refseq
66	9606	7140	TNNT3	0	No_refseq
69	9606	9320	TRIP12	0	No_refseq
74	9606	8618	CADPS	0	No_refseq
82	9606	8567	MADD	0	No_refseq
83	9606	8499	PPFIA2	0	No_refseq
88	9606	491	ATP2B2	0	No_refseq
91	9606	490	ATP2B1	0	No_refseq
93	9606	493	ATP2B4	0	No_refseq
94	9606	492	ATP2B3	0	No_refseq
98	9606	22999	RIMS1	0	No_refseq
100	9606	23266	ADGRL2	0	No_refseq
103	9606	6326	SCN2A	0	No_refseq
104	9606	6335	SCN9A	0	No_refseq
105	9606	6323	SCN1A	0	No_refseq
106	9606	6328	SCN3A	0	No_refseq
108	9606	8470	SORBS2	0	No_refseq
111	9606	4134	MAP4	0	No_refseq
112	9606	23122	CLASP2	0	No_refseq
117	9606	10659	CELF2	0	No_refseq
130	9606	9209	LRRFIP2	0	No_refseq
131	9606	10580	SORBS1	0	No_refseq
132	9606	22864	R3HDM2	0	No_refseq
133	9606	6925	TCF4	0	No_refseq
136	9606	8672	EIF4G3	0	No_refseq
137	9606	317703	VN1R4	0	No_refseq
138	9606	10658	CELF1	0	No_refseq
141	9606	8913	CACNA1G	0	No_refseq
143	9606	2035	EPB41	0	No_refseq
146	9606	23353	SUN1	0	No_refseq
147	9606	2037	EPB41L2	0	No_refseq
149	9606	10579	TACC2	0	No_refseq
150	9606	5599	MAPK8	0	No_refseq
154	9606	5602	MAPK10	0	No_refseq
161	9606	7871	SLMAP	0	No_refseq
167	9606	10777	ARPP21	0	No_refseq
168	9606	9701	PPP6R2	0	No_refseq
169	9606	219965	OR5B17	0	No_refseq
170	9606	390190	OR5B2	0	No_refseq
171	9606	441608	OR5B3	0	No_refseq
172	9606	26648	OR7E24	0	No_refseq
173	9606	6840	SVIL	0	No_refseq
175	9606	65265	C8orf33	0	No_refseq
176	9606	775	CACNA1C	0	No_refseq
177	9606	5747	PTK2	0	No_refseq
179	9606	4133	MAP2	0	No_refseq
180	9606	83988	NCALD	0	No_refseq
181	9606	3241	HPCAL1	0	No_refseq
182	9606	3208	HPCA	0	No_refseq
183	9606	55209	SETD5	0	No_refseq
184	9606	51571	CYRIB	0	No_refseq
187	9606	51571	CYRIB	0	No_refseq
196	9606	8997	KALRN	0	No_refseq
198	9606	8997	KALRN	0	No_refseq
199	9606	4208	MEF2C	0	No_refseq
200	9606	23284	ADGRL3	0	No_refseq
205	9606	4008	LMO7	0	No_refseq
206	9606	8345	H2BC9	0	No_refseq
206	9606	440689	H2BC18	0	No_refseq
207	9606	8349	H2BC21	0	No_refseq
208	9606	85236	H2BC12	0	No_refseq
209	9606	8970	H2BC11	0	No_refseq
210	9606	8340	H2BC13	0	No_refseq
211	9606	8346	H2BC10	0	No_refseq
211	9606	8339	H2BC8	0	No_refseq
211	9606	8344	H2BC6	0	No_refseq
