1	9606	9611	NCOR1	0	No_refseq
6	9606	9320	TRIP12	0	No_refseq
11	9606	8567	MADD	0	No_refseq
20	9606	9892	SNAP91	0	No_refseq
31	9606	7140	TNNT3	0	No_refseq
33	9606	775	CACNA1C	0	No_refseq
37	9606	7917	BAG6	0	No_refseq
39	9606	23353	SUN1	0	No_refseq
40	9606	3778	KCNMA1	0	No_refseq
49	9606	10658	CELF1	0	No_refseq
51	9606	4897	NRCAM	0	No_refseq
55	9606	10777	ARPP21	0	No_refseq
58	9606	29994	BAZ2B	0	No_refseq
61	9606	126231	ZNF573	0	No_refseq
62	9606	339327	ZNF546	0	No_refseq
63	9606	90075	ZNF30	0	No_refseq
64	9606	2037	EPB41L2	0	No_refseq
66	9606	7871	SLMAP	0	No_refseq
72	9606	5789	PTPRD	0	No_refseq
76	9606	22864	R3HDM2	0	No_refseq
80	9606	9677	PPIP5K1	0	No_refseq
82	9606	7678	ZNF124	0	No_refseq
83	9606	8913	CACNA1G	0	No_refseq
84	9606	23122	CLASP2	0	No_refseq
89	9606	56853	CELF4	0	No_refseq
105	9606	23613	ZMYND8	0	No_refseq
106	9606	817	CAMK2D	0	No_refseq
113	9606	9699	RIMS2	0	No_refseq
115	9606	10250	SRRM1	0	No_refseq
117	9606	23162	MAPK8IP3	0	No_refseq
118	9606	4133	MAP2	0	No_refseq
124	9606	4308	TRPM1	0	No_refseq
125	9606	80036	TRPM3	0	No_refseq
127	9606	23266	ADGRL2	0	No_refseq
129	9606	5339	PLEC	0	No_refseq
130	9606	8028	MLLT10	0	No_refseq
132	9606	390882	OR7G2	0	No_refseq
132	9606	125962	OR7G1	0	No_refseq
133	9606	253738	EBF3	0	No_refseq
133	9606	1879	EBF1	0	No_refseq
136	9606	1879	EBF1	0	No_refseq
139	9606	7249	TSC2	0	No_refseq
140	9606	10659	CELF2	0	No_refseq
151	9606	1740	DLG2	0	No_refseq
157	9606	6249	CLIP1	0	No_refseq
158	9606	8618	CADPS	0	No_refseq
161	9606	1739	DLG1	0	No_refseq
165	9606	4703	NEB	0	No_refseq
167	9606	8842	PROM1	0	No_refseq
168	9606	55311	ZNF444	0	No_refseq
169	9606	22998	LIMCH1	0	No_refseq
171	9606	3017	H2BC5	0	No_refseq
172	9606	440689	H2BC18	0	No_refseq
173	9606	8349	H2BC21	0	No_refseq
174	9606	8339	H2BC8	0	No_refseq
174	9606	8344	H2BC6	0	No_refseq
174	9606	8347	H2BC4	0	No_refseq
174	9606	8346	H2BC10	0	No_refseq
174	9606	8343	H2BC7	0	No_refseq
175	9606	8341	H2BC15	0	No_refseq
175	9606	3018	H2BC3	0	No_refseq
175	9606	8970	H2BC11	0	No_refseq
175	9606	85236	H2BC12	0	No_refseq
176	9606	1305	COL13A1	0	No_refseq
178	9606	6840	SVIL	0	No_refseq
179	9606	55578	SUPT20H	0	No_refseq
182	9606	9898	UBAP2L	0	No_refseq
184	9606	9289	ADGRG1	0	No_refseq
186	9606	3983	ABLIM1	0	No_refseq
190	9606	5747	PTK2	0	No_refseq
195	9606	22874	PLEKHA6	0	No_refseq
196	9606	6925	TCF4	0	No_refseq
200	9606	112267992	LOC112267992	0	No_refseq
201	9606	10402	ST3GAL6	0	No_refseq
202	9606	57447	NDRG2	0	No_refseq
204	9606	8499	PPFIA2	0	No_refseq
208	9606	57476	GRAMD1B	0	No_refseq
209	9606	8291	DYSF	0	No_refseq
210	9606	55605	KIF21A	0	No_refseq
211	9606	667	DST	0	No_refseq
212	9606	4152	MBD1	0	No_refseq
214	9606	390892	OR7A10	0	No_refseq
214	9606	26333	OR7A17	0	No_refseq
215	9606	23077	MYCBP2	0	No_refseq
219	9606	4781	NFIB	0	No_refseq
225	9606	54815	GATAD2A	0	No_refseq
227	9606	10152	ABI2	0	No_refseq
228	9606	9378	NRXN1	0	No_refseq
232	9606	9369	NRXN3	0	No_refseq
233	9606	9379	NRXN2	0	No_refseq
235	9606	55209	SETD5	0	No_refseq
236	9606	55553	SOX6	0	No_refseq
239	9606	80344	DCAF11	0	No_refseq
240	9606	1996	ELAVL4	0	No_refseq
248	9606	84448	ABLIM2	0	No_refseq
249	9606	8672	EIF4G3	0	No_refseq
251	9606	4301	AFDN	0	No_refseq
253	9606	6660	SOX5	0	No_refseq
256	9606	80031	SEMA6D	0	No_refseq
258	9606	56987	BBX	0	No_refseq
259	9606	64067	NPAS3	0	No_refseq
264	9606	3801	KIFC3	0	No_refseq
265	9606	93643	TJAP1	0	No_refseq
266	9606	9584	RBM39	0	No_refseq
270	9606	3895	KTN1	0	No_refseq
271	9606	4253	MIA2	0	No_refseq
273	9606	55193	PBRM1	0	No_refseq
279	9606	54828	BCAS3	0	No_refseq
284	9606	85461	TANC1	0	No_refseq
286	9606	51571	CYRIB	0	No_refseq
288	9606	30816	ERVW-1	0	No_refseq
289	9606	23048	FNBP1	0	No_refseq
290	9606	2335	FN1	0	No_refseq
292	9606	324	APC	0	No_refseq
294	9606	56288	PARD3	0	No_refseq
295	9606	1500	CTNND1	0	No_refseq
297	9606	91452	ACBD5	0	No_refseq
298	9606	91452	ACBD5	0	No_refseq
299	9606	51317	PHF21A	0	No_refseq
300	9606	1540	CYLD	0	No_refseq
301	9606	8496	PPFIBP1	0	No_refseq
302	9606	60680	CELF5	0	No_refseq
308	9606	84146	ZNF644	0	No_refseq
309	9606	118	ADD1	0	No_refseq
312	9606	23139	MAST2	0	No_refseq
314	9606	1639	DCTN1	0	No_refseq
315	9606	23426	GRIP1	0	No_refseq
317	9606	23345	SYNE1	0	No_refseq
319	9606	55871	CBWD1	0	No_refseq
319	9606	150472	CBWD2	0	No_refseq
319	9606	445571	CBWD3	0	No_refseq
319	9606	220869	CBWD5	0	No_refseq
319	9606	644019	CBWD6	0	No_refseq
320	9606	11276	SYNRG	0	No_refseq
321	9606	9079	LDB2	0	No_refseq
326	9606	23040	MYT1L	0	No_refseq
328	9606	6546	SLC8A1	0	No_refseq
329	9606	7139	TNNT2	0	No_refseq
330	9606	816	CAMK2B	0	No_refseq
339	9606	8824	CES2	0	No_refseq
340	9606	9612	NCOR2	0	No_refseq
341	9606	3188	HNRNPH2	0	No_refseq
342	9606	3187	HNRNPH1	0	No_refseq
344	9606	2035	EPB41	0	No_refseq
347	9606	80254	CEP63	0	No_refseq
349	9606	22999	RIMS1	0	No_refseq
351	9606	50488	MINK1	0	No_refseq
353	9606	10188	TNK2	0	No_refseq
354	9606	8335	H2AC4	0	No_refseq
355	9606	8338	H2AC20	0	No_refseq
356	9606	55766	H2AJ	0	No_refseq
357	9606	8331	H2AC14	0	No_refseq
358	9606	8329	H2AC13	0	No_refseq
359	9606	8332	H2AC16	0	No_refseq
359	9606	8969	H2AC11	0	No_refseq
360	9606	6092	ROBO2	0	No_refseq
364	9606	387680	WASHC2A	0	No_refseq
364	9606	253725	WASHC2C	0	No_refseq
367	9606	10149	ADGRG2	0	No_refseq
368	9606	3382	ICA1	0	No_refseq
369	9606	4604	MYBPC1	0	No_refseq
370	9606	23284	ADGRL3	0	No_refseq
373	9606	26095	PTPN20	0	No_refseq
374	9606	10243	GPHN	0	No_refseq
384	9606	23369	PUM2	0	No_refseq
389	9606	79712	GTDC1	0	No_refseq
391	9606	57579	FAM135A	0	No_refseq
393	9606	107986113	LOC107986113	0	No_refseq
393	9606	105374013	LOC105374013	0	No_refseq
394	9606	107984264	LOC107984264	0	No_refseq
395	9606	79813	EHMT1	0	No_refseq
396	9606	56243	KIAA1217	0	No_refseq
